Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757925726,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925727,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925728,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925729,48.00, 163.00, 2.00, 225.00, 33.00, 48.00, 98.00, 176.00
1757925730,48.00, 163.00, 1.00, 223.00, 33.00, 48.00, 97.00, 176.00
1757925731,48.00, 162.00, 1.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925732,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925733,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925734,48.00, 163.00, 2.00, 225.00, 33.00, 48.00, 97.00, 176.00
1757925735,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925736,48.00, 164.00, 1.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925737,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925738,48.00, 162.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925739,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925740,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925741,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 98.00, 176.00
1757925742,48.00, 163.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925743,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925744,48.00, 162.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925745,48.00, 162.00, 1.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925746,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925747,47.00, 162.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925748,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925749,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925750,48.00, 164.00, 2.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925751,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925752,48.00, 162.00, 2.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925753,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 98.00, 177.00
1757925754,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925755,48.00, 163.00, 1.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925756,47.00, 163.00, 1.00, 225.00, 33.00, 48.00, 98.00, 177.00
1757925757,48.00, 162.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925758,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 98.00, 177.00
1757925759,48.00, 162.00, 1.00, 225.00, 33.00, 47.00, 97.00, 176.00
1757925760,48.00, 163.00, 2.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925761,48.00, 163.00, 2.00, 225.00, 33.00, 48.00, 97.00, 177.00
1757925762,48.00, 162.00, 1.00, 224.00, 33.00, 48.00, 97.00, 177.00
1757925763,48.00, 163.00, 1.00, 225.00, 33.00, 48.00, 97.00, 176.00
1757925764,48.00, 162.00, 2.00, 224.00, 33.00, 48.00, 97.00, 176.00
1757925765,48.00, 162.00, 1.00, 225.00, 33.00, 48.00, 97.00, 176.00
